person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,affected_features
26,60000,MORTGAGE,4.0,EDUCATION,A,10000,6.03,0,0.17,N,4,person_emp_length
24,60000,MORTGAGE,4.0,VENTURE,A,12000,7.9,0,0.2,N,3,person_emp_length
23,60000,MORTGAGE,4.0,EDUCATION,A,16000,7.49,0,0.27,N,3,person_emp_length
23,60000,MORTGAGE,4.0,EDUCATION,B,5600,10.99,0,0.09,N,2,person_emp_length
22,60000,MORTGAGE,4.0,EDUCATION,A,10000,5.99,0,0.17,N,2,person_emp_length
25,54000,MORTGAGE,4.0,DEBTCONSOLIDATION,D,10000,16.89,1,0.19,Y,2,person_emp_length
23,48000,RENT,4.0,VENTURE,C,8000,12.99,0,0.17,Y,4,person_emp_length
24,48000,RENT,4.0,DEBTCONSOLIDATION,A,8000,7.51,0,0.17,N,4,person_emp_length
22,60000,MORTGAGE,4.0,EDUCATION,A,5000,6.54,0,0.08,N,4,person_emp_length
22,60000,OWN,4.0,EDUCATION,B,20000,11.12,0,0.33,N,3,person_emp_length
25,54000,RENT,4.0,HOMEIMPROVEMENT,B,8000,9.91,1,0.15,N,2,person_emp_length
24,60000,MORTGAGE,4.0,MEDICAL,A,5000,7.14,0,0.08,N,2,person_emp_length
23,54780,RENT,4.0,PERSONAL,B,8000,10.65,1,0.15,N,4,person_emp_length
25,54000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,12000,12.73,1,0.22,N,4,person_emp_length
26,12000,RENT,4.0,VENTURE,A,5000,6.92,1,0.42,N,4,person_emp_length
21,12360,RENT,4.0,VENTURE,B,5000,10.75,1,0.4,N,4,person_emp_length
21,17220,RENT,4.0,DEBTCONSOLIDATION,B,5000,10.37,1,0.29,N,3,person_emp_length
23,18720,RENT,4.0,DEBTCONSOLIDATION,D,5000,16.32,1,0.27,Y,3,person_emp_length
21,19140,RENT,4.0,VENTURE,A,5000,8.49,1,0.26,N,4,person_emp_length
22,20400,RENT,4.0,PERSONAL,B,5000,12.42,0,0.25,N,2,person_emp_length
26,23484,RENT,4.0,VENTURE,A,5000,7.49,0,0.21,N,2,person_emp_length
23,61000,MORTGAGE,4.0,PERSONAL,A,10000,6.99,0,0.16,N,2,person_emp_length
24,55000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,7000,7.14,1,0.13,N,3,person_emp_length
22,62000,OWN,4.0,EDUCATION,A,4000,6.76,0,0.06,N,4,person_emp_length
22,62236,OWN,4.0,MEDICAL,B,5000,9.99,0,0.08,N,4,person_emp_length
25,62400,OWN,4.0,MEDICAL,D,15000,17.58,0,0.24,N,4,person_emp_length
23,62471,MORTGAGE,4.0,EDUCATION,A,12000,6.91,0,0.19,N,2,person_emp_length
22,62589,OWN,4.0,VENTURE,C,7000,13.35,0,0.11,Y,2,person_emp_length
24,63554,MORTGAGE,4.0,DEBTCONSOLIDATION,A,2500,7.51,0,0.04,N,2,person_emp_length
23,36000,RENT,4.0,DEBTCONSOLIDATION,B,9000,11.11,0,0.25,N,3,person_emp_length
22,58800,MORTGAGE,4.0,PERSONAL,D,23500,15.33,1,0.4,N,2,person_emp_length
22,22800,RENT,4.0,PERSONAL,B,9200,9.88,1,0.4,N,2,person_emp_length
26,59000,MORTGAGE,4.0,EDUCATION,B,9800,11.49,1,0.17,N,4,person_emp_length
26,65000,MORTGAGE,4.0,EDUCATION,B,6000,11.36,0,0.09,N,4,person_emp_length
23,24000,RENT,4.0,PERSONAL,B,9600,9.99,1,0.4,N,4,person_emp_length
22,66000,MORTGAGE,4.0,EDUCATION,A,6000,7.9,0,0.09,N,3,person_emp_length
22,60000,MORTGAGE,4.0,EDUCATION,A,14000,7.49,1,0.23,N,2,person_emp_length
23,66000,MORTGAGE,4.0,PERSONAL,A,10000,5.42,0,0.15,N,3,person_emp_length
22,66000,MORTGAGE,4.0,VENTURE,A,3000,7.51,0,0.05,N,3,person_emp_length
24,66766,MORTGAGE,4.0,HOMEIMPROVEMENT,A,9000,6.99,0,0.13,N,2,person_emp_length
22,20000,RENT,4.0,VENTURE,A,10000,6.62,1,0.5,N,2,person_emp_length
24,21600,RENT,4.0,MEDICAL,B,10000,9.91,1,0.46,N,3,person_emp_length
21,24000,RENT,4.0,DEBTCONSOLIDATION,C,10000,13.48,1,0.42,N,2,person_emp_length
25,25000,RENT,4.0,DEBTCONSOLIDATION,A,10000,7.66,1,0.4,N,4,person_emp_length
24,68400,MORTGAGE,4.0,PERSONAL,A,3000,5.42,0,0.04,N,4,person_emp_length
23,68400,MORTGAGE,4.0,VENTURE,B,1800,8.88,0,0.03,N,4,person_emp_length
22,36000,RENT,4.0,PERSONAL,A,10000,6.03,0,0.28,N,3,person_emp_length
26,69063,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6625,7.66,0,0.1,N,4,person_emp_length
23,63600,MORTGAGE,4.0,DEBTCONSOLIDATION,B,20000,10.99,1,0.31,N,3,person_emp_length
23,70000,MORTGAGE,4.0,EDUCATION,A,10500,7.51,0,0.15,N,2,person_emp_length
22,70000,OWN,4.0,VENTURE,A,1250,5.42,0,0.02,N,4,person_emp_length
21,70000,MORTGAGE,4.0,PERSONAL,D,2500,16.49,0,0.04,N,3,person_emp_length
24,70000,OWN,4.0,PERSONAL,A,6000,5.42,0,0.09,N,2,person_emp_length
23,70000,MORTGAGE,4.0,EDUCATION,B,2500,11.99,0,0.04,N,2,person_emp_length
23,70000,OWN,4.0,VENTURE,A,11000,7.14,0,0.16,N,4,person_emp_length
25,71000,MORTGAGE,4.0,VENTURE,C,4800,13.49,0,0.07,Y,3,person_emp_length
25,71000,OWN,4.0,VENTURE,A,3250,5.79,0,0.05,N,2,person_emp_length
24,71000,OWN,4.0,HOMEIMPROVEMENT,A,10000,5.79,0,0.14,N,3,person_emp_length
22,71400,MORTGAGE,4.0,EDUCATION,B,3000,10.99,0,0.04,N,3,person_emp_length
21,12000,RENT,4.0,HOMEIMPROVEMENT,B,4000,10.99,1,0.33,N,3,person_emp_length
26,46877,RENT,4.0,DEBTCONSOLIDATION,A,10000,5.42,0,0.21,N,2,person_emp_length
24,72000,OWN,4.0,VENTURE,B,16000,12.42,0,0.22,N,3,person_emp_length
22,72000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,7200,7.9,0,0.1,N,3,person_emp_length
23,72000,OWN,4.0,PERSONAL,A,15000,6.99,0,0.21,N,2,person_emp_length
24,48720,RENT,4.0,PERSONAL,C,10000,13.85,0,0.21,N,4,person_emp_length
25,72000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,2000,7.66,0,0.03,N,4,person_emp_length
24,50000,RENT,4.0,DEBTCONSOLIDATION,A,10000,7.29,0,0.2,N,4,person_emp_length
25,72000,OWN,4.0,HOMEIMPROVEMENT,E,18000,16.82,0,0.25,Y,2,person_emp_length
24,73000,MORTGAGE,4.0,EDUCATION,A,16000,7.88,0,0.22,N,4,person_emp_length
24,51000,RENT,4.0,DEBTCONSOLIDATION,E,10000,17.19,1,0.2,N,2,person_emp_length
22,60000,RENT,4.0,PERSONAL,A,10000,5.99,0,0.17,N,2,person_emp_length
24,75000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,7000,7.66,0,0.09,N,4,person_emp_length
23,77705,MORTGAGE,4.0,DEBTCONSOLIDATION,A,11700,6.17,0,0.15,N,3,person_emp_length
24,40000,OWN,4.0,VENTURE,A,12000,6.03,0,0.3,N,4,person_emp_length
22,52000,RENT,4.0,MEDICAL,A,11200,6.62,0,0.22,N,4,person_emp_length
23,80000,MORTGAGE,4.0,PERSONAL,A,3000,5.99,0,0.04,N,3,person_emp_length
22,31800,RENT,4.0,DEBTCONSOLIDATION,A,12000,5.42,1,0.38,N,2,person_emp_length
25,36000,RENT,4.0,EDUCATION,A,12000,5.79,1,0.33,N,3,person_emp_length
23,80000,MORTGAGE,4.0,EDUCATION,B,25000,10.25,0,0.31,N,4,person_emp_length
24,39600,RENT,4.0,VENTURE,A,12000,8.9,0,0.3,N,4,person_emp_length
25,41000,RENT,4.0,PERSONAL,B,12000,10.0,1,0.29,N,3,person_emp_length
26,38400,OWN,4.0,HOMEIMPROVEMENT,B,7000,12.69,0,0.18,N,2,person_emp_length
25,54000,RENT,4.0,PERSONAL,D,12000,16.77,1,0.22,N,4,person_emp_length
24,83000,MORTGAGE,4.0,VENTURE,B,5775,9.99,0,0.07,N,4,person_emp_length
23,38376,OWN,4.0,VENTURE,C,8400,13.8,0,0.22,Y,2,person_emp_length
22,85000,MORTGAGE,4.0,VENTURE,A,15000,6.03,0,0.18,N,2,person_emp_length
25,31200,OWN,4.0,HOMEIMPROVEMENT,E,4000,17.19,1,0.13,Y,4,person_emp_length
23,85000,MORTGAGE,4.0,EDUCATION,B,24000,10.74,0,0.28,N,2,person_emp_length
26,85000,MORTGAGE,4.0,EDUCATION,B,6000,9.88,0,0.07,N,3,person_emp_length
22,36000,OWN,4.0,VENTURE,A,6000,8.9,0,0.17,N,3,person_emp_length
25,86244,MORTGAGE,4.0,EDUCATION,B,8000,11.71,0,0.09,N,4,person_emp_length
23,36000,OWN,4.0,EDUCATION,A,5500,5.42,0,0.15,N,2,person_emp_length
23,90000,MORTGAGE,4.0,PERSONAL,A,3000,6.03,0,0.03,N,4,person_emp_length
23,210000,RENT,4.0,EDUCATION,B,12000,10.59,0,0.06,N,2,person_emp_length
21,90000,MORTGAGE,4.0,EDUCATION,B,1500,10.75,0,0.02,N,4,person_emp_length
25,90000,OWN,4.0,VENTURE,A,5000,6.76,0,0.06,N,4,person_emp_length
23,15600,RENT,4.0,DEBTCONSOLIDATION,A,2500,7.29,1,0.16,N,3,person_emp_length
24,19464,RENT,4.0,PERSONAL,C,2500,13.84,1,0.13,Y,3,person_emp_length
23,34188,OWN,4.0,VENTURE,A,3200,7.14,0,0.09,N,3,person_emp_length
24,93600,MORTGAGE,4.0,MEDICAL,A,3600,5.42,0,0.04,N,2,person_emp_length
21,40000,RENT,4.0,VENTURE,B,12800,12.69,1,0.32,N,2,person_emp_length
22,94342,MORTGAGE,4.0,EDUCATION,B,2400,10.59,0,0.03,N,4,person_emp_length
22,33600,OWN,4.0,PERSONAL,C,12000,13.06,0,0.36,Y,4,person_emp_length
23,33600,OWN,4.0,VENTURE,A,4000,5.79,0,0.12,N,4,person_emp_length
23,96260,MORTGAGE,4.0,EDUCATION,D,25200,15.65,0,0.26,N,2,person_emp_length
24,49150,RENT,4.0,EDUCATION,B,14000,11.71,0,0.28,N,3,person_emp_length
24,98000,MORTGAGE,4.0,MEDICAL,A,5000,5.79,0,0.05,N,2,person_emp_length
23,88000,MORTGAGE,4.0,VENTURE,C,1000,13.49,1,0.01,Y,4,person_emp_length
23,30000,OWN,4.0,EDUCATION,A,14125,6.62,0,0.47,N,4,person_emp_length
26,30000,RENT,4.0,VENTURE,A,14500,7.66,1,0.48,N,2,person_emp_length
26,104676,MORTGAGE,4.0,MEDICAL,A,16000,5.99,0,0.15,N,4,person_emp_length
26,35000,RENT,4.0,MEDICAL,B,14500,11.49,1,0.41,N,3,person_emp_length
21,31200,RENT,4.0,MEDICAL,A,15000,6.62,1,0.48,N,3,person_emp_length
26,108000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8000,5.42,0,0.07,N,4,person_emp_length
23,110000,MORTGAGE,4.0,EDUCATION,B,25000,9.91,0,0.23,N,3,person_emp_length
25,110000,MORTGAGE,4.0,VENTURE,B,7000,9.88,0,0.06,N,2,person_emp_length
26,28000,OWN,4.0,EDUCATION,A,16750,7.88,0,0.6,N,4,person_emp_length
21,26300,OWN,4.0,MEDICAL,A,7500,6.62,0,0.29,N,4,person_emp_length
22,26232,OWN,4.0,MEDICAL,A,6000,6.03,0,0.23,N,2,person_emp_length
25,118450,MORTGAGE,4.0,DEBTCONSOLIDATION,B,15000,10.37,0,0.13,N,4,person_emp_length
22,120000,MORTGAGE,4.0,EDUCATION,A,6000,8.9,0,0.05,N,3,person_emp_length
26,120000,MORTGAGE,4.0,VENTURE,B,25000,12.69,0,0.21,N,2,person_emp_length
22,25000,OWN,4.0,VENTURE,A,5000,6.03,0,0.2,N,2,person_emp_length
25,25000,OWN,4.0,EDUCATION,A,8500,6.03,0,0.34,N,2,person_emp_length
25,12732,RENT,4.0,HOMEIMPROVEMENT,C,1550,15.27,1,0.12,N,2,person_emp_length
23,24972,OWN,4.0,VENTURE,B,2600,11.86,0,0.1,N,4,person_emp_length
22,24960,OWN,4.0,PERSONAL,A,4525,7.51,0,0.18,N,4,person_emp_length
25,125000,MORTGAGE,4.0,EDUCATION,C,8000,13.8,0,0.06,N,3,person_emp_length
22,24000,OWN,4.0,VENTURE,A,1500,6.91,0,0.06,N,4,person_emp_length
23,24000,OWN,4.0,VENTURE,B,5000,10.38,0,0.21,N,4,person_emp_length
25,126000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6000,6.92,0,0.05,N,3,person_emp_length
23,130000,MORTGAGE,4.0,MEDICAL,A,6000,5.42,0,0.05,N,2,person_emp_length
23,21000,OWN,4.0,VENTURE,C,3825,14.65,0,0.18,N,4,person_emp_length
24,144000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,8000,14.72,0,0.06,N,4,person_emp_length
23,84000,RENT,4.0,EDUCATION,A,15000,6.03,0,0.18,N,4,person_emp_length
23,19200,OWN,4.0,PERSONAL,A,6000,6.54,1,0.31,N,2,person_emp_length
22,19008,OWN,4.0,PERSONAL,A,12000,5.42,1,0.63,N,4,person_emp_length
25,9600,RENT,4.0,MEDICAL,C,1200,15.23,0,0.13,N,2,person_emp_length
21,9600,RENT,4.0,MEDICAL,B,2375,10.0,1,0.25,N,3,person_emp_length
22,9600,RENT,4.0,EDUCATION,B,1200,10.37,0,0.13,N,2,person_emp_length
23,9192,RENT,4.0,PERSONAL,A,1750,7.51,1,0.19,N,3,person_emp_length
23,8400,RENT,4.0,EDUCATION,B,2000,10.65,1,0.24,N,2,person_emp_length
24,8400,RENT,4.0,EDUCATION,C,1500,13.99,1,0.18,Y,2,person_emp_length
26,8400,RENT,4.0,EDUCATION,A,3500,7.29,1,0.42,N,3,person_emp_length
22,8280,RENT,4.0,MEDICAL,B,2400,9.91,1,0.29,N,2,person_emp_length
21,8088,RENT,4.0,MEDICAL,C,1200,15.23,0,0.15,Y,2,person_emp_length
23,8088,RENT,4.0,MEDICAL,B,1000,10.0,0,0.12,N,4,person_emp_length
22,8000,RENT,4.0,MEDICAL,A,2100,7.51,1,0.26,N,2,person_emp_length
26,15436,RENT,4.0,HOMEIMPROVEMENT,A,5500,7.88,1,0.36,N,3,person_emp_length
21,18000,RENT,4.0,MEDICAL,C,2400,14.72,0,0.13,N,3,person_emp_length
23,36000,RENT,4.0,DEBTCONSOLIDATION,B,9000,11.11,0,0.25,N,4,person_emp_length
21,46800,MORTGAGE,4.0,MEDICAL,A,5000,7.51,0,0.11,N,4,person_emp_length
25,54000,RENT,4.0,HOMEIMPROVEMENT,D,12000,16.77,1,0.22,N,2,person_emp_length
24,48720,RENT,4.0,EDUCATION,C,10000,13.85,0,0.21,Y,3,person_emp_length
26,46800,MORTGAGE,4.0,PERSONAL,D,6000,14.91,0,0.13,Y,3,person_emp_length
22,38400,MORTGAGE,4.0,PERSONAL,B,5000,11.49,0,0.13,N,3,person_emp_length
23,20124,RENT,4.0,MEDICAL,C,5950,13.49,0,0.3,Y,3,person_emp_length
21,28776,MORTGAGE,4.0,VENTURE,A,8000,8.9,0,0.28,N,2,person_emp_length
25,72000,RENT,4.0,DEBTCONSOLIDATION,A,17000,7.88,0,0.24,N,3,person_emp_length
25,41412,RENT,4.0,MEDICAL,B,7600,11.12,0,0.18,N,4,person_emp_length
23,52360,MORTGAGE,4.0,PERSONAL,D,15000,16.49,0,0.29,Y,2,person_emp_length
23,29000,OWN,4.0,EDUCATION,F,10000,18.62,1,0.34,N,4,person_emp_length
24,70000,OWN,4.0,EDUCATION,A,6000,5.42,0,0.09,N,2,person_emp_length
24,20856,OWN,4.0,PERSONAL,B,10000,10.59,0,0.48,N,3,person_emp_length
22,42000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3200,7.9,1,0.08,N,3,person_emp_length
21,24000,RENT,4.0,MEDICAL,C,10000,13.48,1,0.42,N,2,person_emp_length
22,30000,RENT,4.0,PERSONAL,D,6400,15.99,1,0.21,N,4,person_emp_length
23,62471,MORTGAGE,4.0,PERSONAL,A,12000,6.91,0,0.19,N,4,person_emp_length
26,36000,RENT,4.0,MEDICAL,A,5400,8.9,0,0.15,N,4,person_emp_length
25,27600,RENT,4.0,HOMEIMPROVEMENT,B,3500,10.99,1,0.13,N,4,person_emp_length
23,21000,OWN,4.0,VENTURE,C,3825,14.65,0,0.18,N,4,person_emp_length
21,8088,RENT,4.0,MEDICAL,C,1200,15.23,0,0.15,Y,2,person_emp_length
24,75000,MORTGAGE,4.0,PERSONAL,A,7000,7.66,0,0.09,N,3,person_emp_length
25,62400,OWN,4.0,DEBTCONSOLIDATION,D,15000,17.58,0,0.24,N,3,person_emp_length
23,36000,OWN,4.0,VENTURE,A,5500,5.42,0,0.15,N,3,person_emp_length
24,40000,RENT,4.0,PERSONAL,D,3000,17.27,1,0.07,Y,2,person_emp_length
23,130000,MORTGAGE,4.0,MEDICAL,A,6000,5.42,0,0.05,N,4,person_emp_length
22,25000,OWN,4.0,VENTURE,A,5000,6.03,0,0.2,N,3,person_emp_length
23,80000,MORTGAGE,4.0,PERSONAL,A,3000,5.99,0,0.04,N,3,person_emp_length
26,64000,RENT,4.0,DEBTCONSOLIDATION,B,1000,10.75,0,0.02,N,2,person_emp_length
23,46932,OWN,4.0,EDUCATION,A,7000,5.79,0,0.15,N,3,person_emp_length
22,55000,OWN,4.0,PERSONAL,A,1275,6.91,0,0.02,N,4,person_emp_length
26,85000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,6000,9.88,0,0.07,N,2,person_emp_length
26,57550,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3500,5.42,0,0.06,N,4,person_emp_length
23,16080,RENT,4.0,EDUCATION,D,3000,16.29,1,0.19,Y,2,person_emp_length
21,21600,OWN,4.0,VENTURE,A,7125,6.99,0,0.33,N,3,person_emp_length
24,43995,RENT,4.0,EDUCATION,C,7400,13.99,1,0.17,Y,3,person_emp_length
22,60000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,5000,6.54,0,0.08,N,3,person_emp_length
24,8400,RENT,4.0,EDUCATION,C,1500,13.99,1,0.18,N,4,person_emp_length
25,27800,OWN,4.0,EDUCATION,A,14125,6.99,0,0.51,N,2,person_emp_length
24,72000,OWN,4.0,EDUCATION,B,16000,12.42,0,0.22,N,2,person_emp_length
24,21600,RENT,4.0,EDUCATION,B,10000,9.91,1,0.46,N,3,person_emp_length
25,63128,RENT,4.0,VENTURE,A,1500,7.49,0,0.02,N,2,person_emp_length
25,56000,MORTGAGE,4.0,PERSONAL,A,5000,5.42,0,0.09,N,4,person_emp_length
23,19200,OWN,4.0,HOMEIMPROVEMENT,A,6000,6.54,1,0.31,N,4,person_emp_length
23,54000,MORTGAGE,4.0,PERSONAL,B,5000,9.99,0,0.09,N,2,person_emp_length
22,10800,RENT,4.0,MEDICAL,C,3600,12.23,1,0.33,Y,3,person_emp_length
22,19008,OWN,4.0,VENTURE,A,12000,5.42,1,0.63,N,2,person_emp_length
26,44400,MORTGAGE,4.0,DEBTCONSOLIDATION,C,6500,14.35,0,0.15,N,3,person_emp_length
22,30000,OWN,4.0,MEDICAL,C,7000,13.98,0,0.23,Y,2,person_emp_length
30,10200,OWN,4.0,HOMEIMPROVEMENT,B,5500,10.36,1,0.54,N,8,person_emp_length
27,10400,OWN,4.0,PERSONAL,C,4750,14.72,1,0.46,Y,7,person_emp_length
30,10800,OWN,4.0,EDUCATION,B,2400,9.99,1,0.22,N,7,person_emp_length
31,150000,RENT,4.0,EDUCATION,D,35000,18.25,1,0.23,N,6,person_emp_length
28,11340,OWN,4.0,DEBTCONSOLIDATION,A,2325,6.39,1,0.21,N,7,person_emp_length
28,12000,OWN,4.0,EDUCATION,B,3000,9.62,1,0.25,N,5,person_emp_length
28,12000,OWN,4.0,MEDICAL,B,2000,10.75,1,0.17,N,6,person_emp_length
27,57000,RENT,4.0,HOMEIMPROVEMENT,D,25475,15.99,1,0.45,Y,7,person_emp_length
29,230000,MORTGAGE,4.0,MEDICAL,A,8500,7.49,0,0.04,N,10,person_emp_length
29,163000,RENT,4.0,VENTURE,D,4000,16.29,1,0.02,N,6,person_emp_length
30,15600,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6250,5.79,1,0.4,N,6,person_emp_length
33,16620,OWN,4.0,HOMEIMPROVEMENT,A,3000,5.99,1,0.18,N,6,person_emp_length
31,16656,MORTGAGE,4.0,MEDICAL,C,2400,14.72,1,0.14,N,7,person_emp_length
28,16800,OWN,4.0,MEDICAL,C,5000,13.98,1,0.3,N,8,person_emp_length
35,17640,OWN,4.0,MEDICAL,D,4000,16.29,1,0.23,N,7,person_emp_length
34,45600,RENT,4.0,PERSONAL,B,23500,11.36,1,0.52,N,9,person_emp_length
29,22000,OWN,4.0,PERSONAL,B,2400,10.75,0,0.11,N,7,person_emp_length
28,22200,OWN,4.0,HOMEIMPROVEMENT,B,2500,11.49,0,0.11,N,5,person_emp_length
27,11808,RENT,4.0,MEDICAL,D,1000,14.91,1,0.08,N,8,person_emp_length
33,12000,RENT,4.0,EDUCATION,A,1000,7.88,1,0.08,N,7,person_emp_length
29,12480,RENT,4.0,EDUCATION,A,1000,8.9,0,0.08,N,9,person_emp_length
30,23748,MORTGAGE,4.0,MEDICAL,C,6100,14.27,1,0.26,Y,10,person_emp_length
30,24000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,7000,6.62,0,0.29,N,10,person_emp_length
30,24000,OWN,4.0,MEDICAL,A,7500,7.88,0,0.31,N,9,person_emp_length
29,25000,MORTGAGE,4.0,EDUCATION,A,8500,7.9,0,0.34,N,5,person_emp_length
31,25000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3000,8.9,0,0.12,N,8,person_emp_length
30,25000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,7000,10.99,0,0.28,N,10,person_emp_length
30,24000,RENT,4.0,MEDICAL,C,1000,15.96,0,0.04,Y,7,person_emp_length
33,24000,RENT,4.0,MEDICAL,D,1000,14.91,1,0.04,Y,5,person_emp_length
35,29311,RENT,4.0,EDUCATION,A,1000,7.49,0,0.03,N,9,person_emp_length
31,43200,RENT,4.0,MEDICAL,B,1000,10.74,0,0.02,N,9,person_emp_length
30,27000,OWN,4.0,HOMEIMPROVEMENT,A,4200,7.88,0,0.16,N,9,person_emp_length
28,30000,RENT,4.0,HOMEIMPROVEMENT,B,1500,9.63,1,0.05,N,10,person_emp_length
30,39000,RENT,4.0,DEBTCONSOLIDATION,A,1500,7.51,1,0.04,N,9,person_emp_length
30,12000,RENT,4.0,MEDICAL,C,1800,14.35,0,0.15,Y,5,person_emp_length
31,15204,RENT,4.0,EDUCATION,A,1875,8.49,1,0.12,N,7,person_emp_length
29,20000,RENT,4.0,HOMEIMPROVEMENT,F,2000,18.3,1,0.1,N,9,person_emp_length
30,21240,RENT,4.0,MEDICAL,C,2000,14.22,0,0.09,Y,9,person_emp_length
28,30000,MORTGAGE,4.0,VENTURE,A,6000,6.03,0,0.2,N,8,person_emp_length
28,30000,MORTGAGE,4.0,MEDICAL,A,4750,7.9,0,0.16,N,7,person_emp_length
30,11292,RENT,4.0,MEDICAL,A,2100,6.76,1,0.19,N,6,person_emp_length
29,15000,RENT,4.0,PERSONAL,C,2200,13.48,1,0.15,N,10,person_emp_length
29,30000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,5000,7.51,0,0.17,N,8,person_emp_length
30,18000,RENT,4.0,EDUCATION,B,2400,11.49,0,0.13,N,10,person_emp_length
35,10800,RENT,4.0,EDUCATION,D,2500,14.84,1,0.23,N,5,person_emp_length
29,30108,MORTGAGE,4.0,EDUCATION,A,1400,8.9,1,0.05,N,9,person_emp_length
29,30156,OWN,4.0,VENTURE,A,7000,6.99,0,0.23,N,10,person_emp_length
28,32000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,8575,17.58,1,0.27,N,7,person_emp_length
31,61200,RENT,4.0,MEDICAL,A,2500,6.62,0,0.04,N,10,person_emp_length
28,32400,MORTGAGE,4.0,PERSONAL,B,2500,8.88,1,0.08,N,8,person_emp_length
30,32400,OWN,4.0,EDUCATION,B,3000,10.62,0,0.09,N,9,person_emp_length
32,18072,RENT,4.0,DEBTCONSOLIDATION,A,3000,6.03,1,0.17,N,7,person_emp_length
30,38400,RENT,4.0,DEBTCONSOLIDATION,C,3000,12.99,0,0.08,N,9,person_emp_length
27,33600,RENT,4.0,MEDICAL,D,3000,16.89,1,0.09,N,8,person_emp_length
33,33600,MORTGAGE,4.0,PERSONAL,C,2500,14.65,0,0.07,N,8,person_emp_length
27,33600,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6400,7.14,0,0.19,N,10,person_emp_length
27,33975,MORTGAGE,4.0,DEBTCONSOLIDATION,B,10000,9.25,0,0.29,N,7,person_emp_length
29,35000,OWN,4.0,HOMEIMPROVEMENT,A,8300,7.9,0,0.24,N,7,person_emp_length
35,35000,MORTGAGE,4.0,EDUCATION,B,4000,9.63,0,0.11,N,8,person_emp_length
30,35000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,22750,10.62,0,0.65,N,10,person_emp_length
34,35184,MORTGAGE,4.0,PERSONAL,B,5000,10.74,0,0.14,N,7,person_emp_length
28,35376,MORTGAGE,4.0,PERSONAL,A,1500,8.49,0,0.04,N,10,person_emp_length
32,24000,RENT,4.0,MEDICAL,B,3500,11.86,0,0.15,N,10,person_emp_length
30,25000,RENT,4.0,PERSONAL,B,3500,11.11,0,0.14,N,5,person_emp_length
34,36000,OWN,4.0,VENTURE,A,1200,5.42,0,0.03,N,8,person_emp_length
31,36000,MORTGAGE,4.0,EDUCATION,B,1000,10.59,0,0.03,N,9,person_emp_length
27,36000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6000,7.29,0,0.17,N,10,person_emp_length
28,36000,OWN,4.0,MEDICAL,C,15250,12.98,0,0.42,Y,10,person_emp_length
28,36000,MORTGAGE,4.0,VENTURE,D,6000,15.21,0,0.17,N,7,person_emp_length
29,20688,RENT,4.0,PERSONAL,A,10400,8.49,1,0.5,N,9,person_emp_length
29,30000,RENT,4.0,VENTURE,E,10200,17.99,1,0.34,Y,10,person_emp_length
27,38000,OWN,4.0,MEDICAL,A,6500,5.42,0,0.17,N,6,person_emp_length
28,18000,RENT,4.0,VENTURE,B,4000,11.12,1,0.22,N,8,person_emp_length
32,27500,RENT,4.0,HOMEIMPROVEMENT,B,4000,10.62,1,0.15,N,7,person_emp_length
34,38400,MORTGAGE,4.0,EDUCATION,B,6500,9.25,0,0.17,N,10,person_emp_length
31,38970,MORTGAGE,4.0,MEDICAL,C,5750,12.68,0,0.15,Y,7,person_emp_length
30,51372,RENT,4.0,HOMEIMPROVEMENT,A,4500,6.39,0,0.09,N,7,person_emp_length
33,14076,RENT,4.0,EDUCATION,A,4800,6.76,1,0.34,N,8,person_emp_length
27,27180,RENT,4.0,MEDICAL,A,4800,7.14,0,0.18,N,10,person_emp_length
31,30000,RENT,4.0,MEDICAL,B,4800,12.42,0,0.16,N,8,person_emp_length
33,40800,MORTGAGE,4.0,DEBTCONSOLIDATION,A,15000,7.51,0,0.37,N,5,person_emp_length
28,40800,MORTGAGE,4.0,DEBTCONSOLIDATION,A,5000,6.76,0,0.12,N,10,person_emp_length
